account_number,open_date,close_date,title,forename,middle_name,surname,address1,city,postcode,home_tel,mobile_tel,email,account_type,overdraft_limit,cash_card_number
11770527,2002-11-10 00:00:00,,"Miss","Tabitha","Violet","Cox","7 Lightmaker Road","Worcester","MM53 7BT","0665 833 6779","0733 185 9440","tabitha99@gmail.co.uk","current",0,"1202 8693 5885 4741"
10121354,2007-11-25 00:00:00,,"Ms","Elsie",,"Cook","46 Newbridge Street","Tewin","RJ71 5KG","0991 077 2298","0719 310 1611","elsie6889@runbox.com","current",0,"1202 8629 7228 0750"
12071451,2016-06-26 00:00:00,,"Mr","Max","Jake","Millar","550 Railway Rise","Tewin","IX8 6NM","0501 311 7564","0760 186 6951","max.millar594@hotmail.com","current",7100,"1202 8640 5419 6720"
10078634,2012-04-14 00:00:00,,"Mrs","Sophia",,"Holmes","4 Sprawlbridge Close","Inverness","SJ43 9SJ","0162 821 7141","0766 669 5506","sophia.holmes1@yahoo.com","current",18100,"1202 8676 6516 4030"
10829035,2013-05-11 00:00:00,2016-01-08 00:00:00,"Ms","Anna","Francesca","Shaw","60 Hereford Close","Manchester","CZ0 6YP","0883 929 0285","0701 618 3431","anna.shaw797@gmail.com","current+",18100,"1202 8664 2331 0703"
12743119,2015-12-14 00:00:00,,"Mr","Noah","Peter","Patel","51 Kettleyards Bridge","Peterborough","ZJ25 0CI","0480 287 0394","0780 461 8833","noah3374@yahoo.com","current",0,"1202 8625 3615 6562"
11936517,2016-03-13 00:00:00,,"Mrs","Eliza",,"Wilkinson","41 Inchhill Road","Cardiff","CD8 3DE","0746 076 1845","0776 761 5907","eliza.wilkinson94@googlemail.com","current+",0,"1202 8679 0702 7131"
12899785,2015-07-08 00:00:00,,"Mrs","Imogen",,"Black","6 Peopleshome Close","Falkirk","AM0 9EX","0865 738 0091","0752 585 9477","imogen.black7@yahoo.com","offset",0,"1202 8692 5516 0241"
12166099,2005-04-04 00:00:00,2012-01-22 00:00:00,"Ms","Phoebe","Emilia","Chapman","773 Eyre Rise","Leeds","RB05 8ZP","0410 238 3114","0777 420 6328","phoebe276116@hotmail.co.uk","current",0,"1202 8662 1108 1478"
10896826,2006-06-07 00:00:00,,"Mr","Arthur",,"Duncan","350 Inchhill Bridge","Redford","TY3 2WS","0106 354 6698","0725 494 7118","arthur1@runbox.co.uk","offset",6700,"1202 8666 9487 5241"
10073827,2008-09-23 00:00:00,,"Miss","Jasmine","Amelia","Davis","1 Railway Rise","Ipswich","LT7 5OL","0549 088 3290","0701 011 0714","jasmine.davis4159@hotmail.com","premium",0,"1202 8629 4416 6191"
11813051,2010-01-27 00:00:00,,"Ms","Ellie","Maisie","Palmer","4 Newbridge Yards","Upminster","DT9 4BT","0346 007 7094","0782 124 8691","oa626m2d5@runbox.co.uk","current",15900,"1202 8674 0460 7525"
12514089,2013-04-17 00:00:00,,"Mr","Jenson",,"Jackson","68 Hereford Street","Leeds","WK3 8AB","0379 844 3329","0734 773 1438","jenson523@runbox.co.uk","current",0,"1202 8676 0657 7722"
11487877,2015-12-05 00:00:00,,"Mr","Ezra","Oliver","Ellis","25 Lightmaker Road","Welwyn Garden City","DA23 1QS","0413 105 9406","0785 020 4959","ezra28161@runbox.co.uk","current",2900,"1202 8612 9157 6861"
12975945,2011-09-23 00:00:00,,"M","Lilly",,"Barker","589 Railway Bridge","Nairn","LV76 1AL","0456 050 3634","0775 307 3457","lilly.barker@gmail.co.uk","current",14700,"1202 8695 2145 2011"
12786889,2004-03-04 00:00:00,2013-06-16 00:00:00,"Mr","Albie",,"Kennedy","50 Kettleyards Rise","Brighton","IJ9 3ET","0713 232 2032","0719 668 2742","w76lgmu3j4@googlemail.co.uk","basic",14300,"1202 8672 4169 2934"
11883569,2005-06-12 00:00:00,,"Miss","Jasmine",,"Russell","97 Oldbridge Close","Ipswich","BE47 5IC","0593 375 4441","0774 048 4257","jasmine67@hotmail.co.uk","current+",17600,"1202 8669 9406 5058"
10603118,2017-07-15 00:00:00,,"Ms","Violet","Millie","Davidson","515 Trewberry Rise","Shrewsbury","VF48 1VL","0496 267 9217","0777 462 9366","b31n1309a34t3ws5@runbox.co.uk","current+",0,"1202 8608 2610 8333"
11370650,2014-04-16 00:00:00,,"Mr","Jackson","Jaxon","Patel","538 Quarry Road","Lancaster","CP2 0TZ","0656 831 9552","0738 612 3845","jackson.patel0@hotmail.com","current",0,"1202 8610 3595 6093"
10978394,2007-02-18 00:00:00,,"Ms","Harriet",,"Sutherland","51 Newbridge ","Watford","JR9 0WW","0239 935 8114","0759 321 7682","harriet.sutherland0996@gmail.com","current+",0,"1202 8619 3838 3871"
10441496,2017-06-12 00:00:00,,"Ms","Hannah","Nicola","Wright","6 Broad Road","Peterborough","DL46 6GY","0189 154 0173","0723 321 1287","hannah.wright0836@googlemail.com","current",11700,"1202 8643 0014 0565"
11593647,2016-05-17 00:00:00,,"Mr","Arlo",,"Thompson","6 Trewberry Rise","Shrewsbury","MN11 9WS","0811 438 9141","0788 374 3757","arlo.thompson1546@runbox.co.uk","current",0,"1202 8696 9846 7688"
11466129,2016-11-30 00:00:00,,"Ms","Beatrice","Maria","Foster","1 Acacia Bridge","Edinburgh","OI0 2DF","0274 456 4307","0712 506 2452","beatrice.foster@googlemail.co.uk","offset",6300,"1202 8649 6524 2916"
12053837,2005-08-02 00:00:00,,"Miss","Yasmin","Ellie","Davis","5 Oldbridge Road","Tewin","IO7 6YZ","0353 198 1437","0765 912 7649","yasmin0@runbox.com","current",0,"1202 8626 9675 0909"
10290344,2005-11-26 00:00:00,,"Mr","Edward","Kris","Lloyd","61 Broad Road","Falkirk","MN77 3FU","0272 653 9216","0746 340 0816","edward.lloyd53@yahoo.co.uk","current",0,"1202 8649 3519 9165"
10432233,2018-07-31 00:00:00,,"Mr","Michael","Ian","Robertson","923 Quarry Rise","Watford","UL46 0RG","0128 722 1880","0727 257 9605","michael43@googlemail.com","current",0,"1202 8685 6989 6699"
10558327,2007-10-16 00:00:00,,"Mr","Uriah",,"Palmer","77 Acacia Street","Inverness","SM2 9JW","0203 609 3488","0708 837 8626","uriah.palmer71@yahoo.com","current",13900,"1202 8634 0621 6733"
12218195,2008-09-14 00:00:00,,"Ms","Ruby","Eleanor","Sinclair","321 Kettleyards Close","Ipswich","XZ3 9LH","0400 046 6367","0775 849 6409","ruby59@yahoo.com","current",15500,"1202 8641 8483 8831"
12953357,2005-09-01 00:00:00,,"Mrs","Julia",,"Adams","6 Acacia Road","Ipswich","SK16 2MQ","0766 783 0098","0791 616 4655","julia1924@googlemail.com","current",11200,"1202 8600 9056 9563"
12868589,2012-11-16 00:00:00,,"Ms","Emma","Mila","Mason","8 Railway Crescent","Hull","LP86 6OL","0505 100 7161","0762 560 7836","qzk2@hotmail.co.uk","premium",2900,"1202 8694 8989 1304"
11471461,2007-01-08 00:00:00,,"Mr","Ellis",,"Ferguson","766 Newbridge Rise","Lancaster","ZP04 3GY","0706 220 4880","0724 210 5452","ellis90@hotmail.co.uk","current",0,"1202 8681 9161 6046"
12185939,2016-12-09 00:00:00,,"Mrs","Yasmin",,"Williams","89 Viadict Yards","Hull","RN57 2PX","0350 229 1417","0702 302 2878","dymq8@runbox.com","current",0,"1202 8654 6677 0178"
10914415,2010-02-14 00:00:00,,"Mrs","Lilly","Robyn","Watson","8 Hereford Street","Peterborough","CY0 2JI","0163 377 6080","0754 376 4335","lilly727269@yahoo.co.uk","offset",7700,"1202 8603 0806 6542"
10298682,2017-05-15 00:00:00,,"Mrs","Samantha",,"Barnes","60 Peopleshome Yards","Manchester","GC66 3VC","0191 100 6343","0750 206 3325","utbb7sb@hotmail.com","current",0,"1202 8668 1195 5922"
10654432,2006-03-06 00:00:00,2018-06-22 00:00:00,"Mr","Jackson","Leon","McKenzie","59 Yellow Brick Rise","Tewin","DH36 4BA","0758 242 0227","0769 283 6829","jackson898@gmail.com","current",0,"1202 8600 8003 9907"
10911590,2003-09-26 00:00:00,,"Mr","Elijah",,"Turner","56 Trewberry ","Stevenage","UM88 7EA","0980 612 3997","0756 198 9920","elijah.turner@hotmail.co.uk","current+",0,"1202 8646 3122 7477"
12091890,2016-10-13 00:00:00,,"Mrs","Summer",,"Lloyd","9 Eyre Bridge","Glasgow","KS6 5BY","0507 294 8915","0780 931 8950","summer.lloyd@gmail.com","current",0,"1202 8603 8518 9321"
10085199,2013-05-06 00:00:00,,"Ms","Erin","Freya","Scott","5 Manchester Crescent","Hull","YO0 3AL","0342 029 1897","0771 356 9053","erin.scott669@yahoo.co.uk","current",0,"1202 8674 1455 5952"
12750774,2009-06-30 00:00:00,,"Mr","Elijah","Iain","Ellis","93 Lightmaker Bridge","Slough","KQ96 3SC","0549 236 3410","0709 068 3710","elijah153@runbox.co.uk","offset",8700,"1202 8621 1674 6204"
10688202,2009-08-30 00:00:00,,"Mrs","Amber","Francesca","Harrison","2 Foxhill ","Hatfield","MF07 9BR","0469 431 0711","0756 051 9666","qgzcd788bp98u@gmail.co.uk","current",9500,"1202 8622 5312 5700"
12296481,2005-10-01 00:00:00,,"Mr","Jacob",,"Knight","436 Quarry Close","Redford","NM61 7HO","0651 729 1860","0723 455 4958","kp4e1o65@hotmail.com","current+",9600,"1202 8600 6774 7876"
12330947,2012-11-27 00:00:00,,"Mr","Harvey",,"Ellis","69 Downwater Crescent","Watford","KY90 6JY","0113 454 8336","0732 274 7146","zharvey.ellis@googlemail.co.uk","current",7200,"1202 8630 8535 4279"
11746901,2010-05-27 00:00:00,,"Mr","Louie",,"Duncan","97 Inchhill Rise","Hull","TC94 1UG","0302 368 0215","0715 501 7119","louie.duncan1915@hotmail.com","current",13400,"1202 8643 8753 6757"
11434579,2010-08-15 00:00:00,,"Mr","Mohammad",,"Clark","3 Gartonside Rise","Slough","JC48 8SZ","0249 740 5364","0755 445 4706","mohammad.clark060@yahoo.com","current",7300,"1202 8692 8808 0771"
12582851,2010-07-03 00:00:00,2013-06-08 00:00:00,"Dr","Frankie",,"Davis","56 Viadict Street","St Albans","FZ9 5BW","0997 919 1100","0746 712 8494","frankie375695@yahoo.com","offset",19100,"1202 8689 0373 3091"
10204173,2012-04-04 00:00:00,,"Mr","Uriel",,"Hall","841 Eyre Street","Cardiff","EO7 9DN","0159 568 6637","0734 752 2462","uriel641@runbox.com","current",0,"1202 8653 8525 3940"
10260566,2003-03-11 00:00:00,2014-06-26 00:00:00,"Ms","Kath",,"Martin","82 Viadict Bridge","Redford","LR26 4CM","0971 120 7526","0717 077 0248","kath902@googlemail.co.uk","current",7500,"1202 8678 1915 7536"
12455100,2016-10-11 00:00:00,2018-03-19 00:00:00,"Ms","Robyn","Bonnie","Graham","53 Workinghouse Yards","Falkirk","HY8 5VK","0368 320 1472","0719 866 6608","robyn98118@gmail.co.uk","current",6300,"1202 8672 9560 4896"
10210401,2009-02-13 00:00:00,2009-07-21 00:00:00,"Ms","Darcy","Darcie","King","65 Gartonside Crescent","Upminster","ZT9 2IX","0245 400 7310","0745 982 2133","weiloxw4wvu10@gmail.co.uk","offset",0,"1202 8664 9129 0717"
10964797,2017-01-06 00:00:00,,"Mrs","Layla","Willow","Harrison","5 Foxhill Road","Cardiff","WO08 1XR","0872 211 5122","0738 505 1949","layla.harrison841@gmail.com","current",16200,"1202 8648 5977 1749"
12650400,2008-07-01 00:00:00,,"Mrs","Evelyn","Kath","Lee","26 Gartonside Close","Inverness","GI04 7DN","0393 127 8554","0760 976 7247","evelyn94@runbox.com","current",2100,"1202 8623 2420 7449"
11428279,2013-06-17 00:00:00,,"Mr","Jacob",,"Graham","6 Manchester Rise","Ipswich","MX2 2ZW","0861 397 5386","0788 958 0114","jacob.graham59@googlemail.com","current",0,"1202 8639 6562 3625"
11999057,2002-11-14 00:00:00,,"Mrs","Evie",,"Robinson","691 Quarry Close","Tewin","FY9 7TD","0604 078 0009","0731 755 6746","w41fox35c68u@runbox.co.uk","current",7400,"1202 8697 7370 5759"
10866789,2009-12-07 00:00:00,,"Prof","Paul","Theodore","Harrison","51 Kettleyards Bridge","Upminster","GJ96 6KF","0294 201 3728","0769 199 6754","paul.harrison4@runbox.com","offset",8200,"1202 8641 1823 5820"
12856374,2007-07-04 00:00:00,,"Mrs","Katherine",,"Thomas","4 Acacia Street","Watford","HI2 9QM","0518 776 2637","0706 915 2153","katherine.thomas229@gmail.com","current+",0,"1202 8669 8531 1044"
10249998,2005-09-11 00:00:00,,"Mr","Reggie","Victor","Gray","34 Trewberry Street","Falkirk","MJ8 6YK","0496 493 0443","0764 470 0783","reggie7916@gmail.co.uk","current",0,"1202 8637 3410 2095"
10532460,2003-06-15 00:00:00,,"Ms","Lola",,"Morrison","850 Lightmaker Road","Watford","BV9 3CS","0602 240 8771","0790 308 1903","lola.morrison6@hotmail.co.uk","current",13600,"1202 8623 3780 2152"
10802408,2006-02-27 00:00:00,,"Mrs","Millie","Lucy","Marshall","6 Hereford ","Shrewsbury","LU2 9XA","0618 690 6417","0725 611 4323","omillie.marshall@gmail.co.uk","offset",0,"1202 8611 5537 5194"
10604003,2005-01-16 00:00:00,,"Mrs","Rose",,"Phillips","8 Kettleyards Bridge","Tewin","FH48 1ZO","0263 334 3413","0719 941 1216","rose1065@hotmail.com","current",18100,"1202 8639 2876 9327"
10504879,2014-05-14 00:00:00,,"Mr","Patrick","Luca","Millar","73 Undertaker's ","Edinburgh","CV53 9BW","0378 680 6556","0713 908 5841","patrick.millar068@yahoo.com","current",10000,"1202 8649 0895 6516"
10756095,2012-05-30 00:00:00,2013-05-09 00:00:00,"Mr","Edward","Frankie","Thomson","6 Hereford Crescent","Lancaster","OD46 2UG","0930 281 9490","0750 101 0421","edward.thomson13@googlemail.co.uk","current",0,"1202 8620 1961 0553"
12379446,2005-08-12 00:00:00,,"Miss","Evelyn","Isla","Knight","6 Kettleyards Close","Nottingham","BS5 7FD","0292 126 0026","0715 753 4724","wrs7@googlemail.co.uk","current",10300,"1202 8641 8217 8209"
10675211,2012-05-01 00:00:00,,"Mrs","Emma","Ruby","Collins","15 Downwater Bridge","Brighton","FR91 4CA","0654 689 9381","0753 492 5325","emma.collins3@runbox.co.uk","current",6700,"1202 8615 4699 5592"
12960186,2009-05-05 00:00:00,,"Mr","Ethan","Tyler","Millar","1 Foxhill ","Watford","KQ79 6DG","0399 973 8130","0709 250 9759","ethan078@hotmail.co.uk","current",0,"1202 8635 4717 6235"
11575117,2005-10-31 00:00:00,,"Ms","Ava","Scarlett","Fisher","39 Railway Crescent","Watford","CC53 4HA","0433 095 2428","0729 480 3843","ava.fisher70@gmail.com","current",17700,"1202 8694 4612 8443"
12398696,2017-11-15 00:00:00,,"Mrs","Lilly",,"Webb","813 Peopleshome ","Redford","IL99 9GU","0158 299 4966","0732 227 9334","lilly.webb7767@hotmail.co.uk","current",600,"1202 8650 4839 5588"
11429462,2004-03-12 00:00:00,,"Mrs","Elsie","Rosie","Baker","4 Yellow Brick Close","Brighton","FF9 2WI","0738 920 0798","0778 436 6868","elsie7100@gmail.co.uk","current",12300,"1202 8679 5818 4272"
11998812,2017-03-29 00:00:00,,"Mr","Jacob","Ronnie","Rogers","8 Broad Road","Glasgow","OT8 7KN","0516 362 8584","0748 325 4360","jacob620@yahoo.co.uk","current",1100,"1202 8631 5270 6560"
11506978,2003-06-16 00:00:00,,"Mr","Oscar","Kris","Mason","8 Inchhill Bridge","Peterborough","AE82 9YH","0667 057 6918","0754 307 5001","dj9hh9t4@gmail.com","offset",4300,"1202 8680 2966 7485"
12082925,2018-02-23 00:00:00,,"Mr","Jacob","Louis","Davies","32 Quarry Bridge","Watford","XL70 4VM","0560 860 8874","0756 933 7826","jacob699@hotmail.co.uk","current",18800,"1202 8696 7694 1075"
12463778,2007-02-18 00:00:00,,"Ms","Evelyn",,"Martin","1 Downwater Street","Redford","CG6 4UE","0439 522 8189","0709 107 2238","sh9i13g6y39ol8rc@yahoo.co.uk","current",0,"1202 8640 0277 0819"
11804739,2005-04-15 00:00:00,,"Mr","Louie","Samuel","Moore","8 Viadict Close","Inverness","ZB66 4LZ","0414 651 8433","0732 896 5784","q5z003i3ib77c46@yahoo.co.uk","current+",19400,"1202 8681 2718 4371"
10628229,2015-02-25 00:00:00,,"Mr","Finley","James","McKenzie","64 Castle ","Tewin","OZ4 1FN","0882 589 5998","0721 404 5948","hznxfln7@yahoo.co.uk","current",19700,"1202 8647 8205 4807"
10661483,2003-12-30 00:00:00,,"Mr","George","Elliot","Johnstone","7 Downwater Yards","London","YB7 8SK","0456 990 5113","0716 026 7190","george67245@hotmail.com","offset",0,"1202 8648 4074 8283"
11086501,2017-05-21 00:00:00,,"Dr","Bobby",,"Gibson","93 Foxhill Road","Birmingham","MN7 5QB","0536 724 7669","0760 449 4966","qxpuk880bcb6ti@yahoo.co.uk","current",0,"1202 8649 1705 0524"
10924449,2012-10-24 00:00:00,,"Mr","Victor",,"Hughes","32 Oldbridge Street","Redford","QS7 8MA","0589 258 5186","0795 477 1236","rvictor1@yahoo.co.uk","current",14400,"1202 8651 5027 7359"
12847183,2002-11-24 00:00:00,2011-01-08 00:00:00,"Mr","George",,"Wilkinson","14 Undertaker's Close","Redford","NT69 7QO","0754 581 4991","0707 150 5830","george26@hotmail.com","basic",7200,"1202 8611 2523 4328"
11935519,2017-09-29 00:00:00,,"Dr","Matthew","Nathan","Barnes","78 Jewelmaker's Close","Brighton","EE7 7WL","0214 764 1765","0792 879 3026","matthew.barnes1@gmail.com","current",0,"1202 8678 7508 6057"
11294155,2013-09-12 00:00:00,,"Mr","Uriah","Arthur","Kelly","46 Lightmaker ","Brighton","CG1 5LA","0326 466 1628","0724 787 5109","p538yusb5zc@gmail.com","current+",19300,"1202 8691 2859 3920"
10028362,2013-06-26 00:00:00,,"Mr","Frankie","Jake","Knight","6 Peopleshome ","Leeds","EG69 3XD","0610 986 0678","0737 606 4935","frankie.knight25@yahoo.co.uk","basic",0,"1202 8685 4760 8027"
10685293,2017-12-07 00:00:00,,"Mr","Zachary",,"Ross","6 Quarry Road","Upminster","TW70 4TY","0180 846 4392","0765 798 9990","zachary5154@yahoo.com","current+",0,"1202 8651 2657 7917"
11384354,2003-02-18 00:00:00,,"Mr","Edward","Teddy","Millar","138 Yellow Brick Crescent","Worcester","SX1 1ON","0943 062 7163","0716 753 9881","edward1658@hotmail.co.uk","offset",6600,"1202 8605 6362 6198"
12688659,2005-03-28 00:00:00,,"Mr","James",,"Millar","296 Inchhill Rise","Redford","LD3 1YY","0474 872 7154","0785 015 3235","james.millar2@googlemail.co.uk","current",0,"1202 8658 0478 7587"
11755851,2009-07-30 00:00:00,,"Ms","Kath","Arabella","Davis","58 Hereford Road","Edinburgh","WM0 3EG","0546 606 4118","0736 741 7408","kath.davis18@gmail.com","current",600,"1202 8630 7513 9684"
10090185,2014-06-26 00:00:00,,"Mr","Harvey",,"Shaw","82 Foxhill Rise","Cardiff","HK52 9OB","0170 483 1678","0758 448 1375","harvey45@runbox.com","offset",19200,"1202 8689 2242 4568"
12659681,2014-08-05 00:00:00,,"Ms","Mia",,"Gibson","28 Quarry Crescent","Hitchin","ZJ5 6WW","0890 013 4299","0726 275 4792","mia12@runbox.com","current",0,"1202 8605 5399 4593"
11400491,2010-01-29 00:00:00,,"Mr","Louis",,"Mills","736 Sprawlbridge Road","Birmingham","VX23 5VQ","0132 161 2548","0791 087 6690","louis1808@googlemail.co.uk","current",0,"1202 8625 3788 0814"
12325020,2013-05-12 00:00:00,2016-12-23 00:00:00,"Ms","Maria","Ava","Gibson","155 Broad Close","Watford","PG4 7EG","0373 565 7455","0737 749 0401","maria.gibson@yahoo.co.uk","current",20000,"1202 8611 2779 3724"
12642565,2016-06-20 00:00:00,,"Miss","Abigail","Emma","Evans","947 Broad Crescent","Hatfield","JZ6 1KH","0428 041 8147","0764 325 0090","abigail.evans620@hotmail.co.uk","current+",0,"1202 8604 4165 9595"
11005040,2009-12-20 00:00:00,,"Miss","Jasmine",,"Parker","96 Broad Bridge","Shrewsbury","ZI9 9UY","0385 890 9348","0777 505 3067","y8j68yvi@yahoo.com","premium",13100,"1202 8608 5506 6539"
11194004,2010-09-26 00:00:00,,"Mr","Albert",,"Walker","2 Yellow Brick Bridge","Ashby de la Zouch","WW59 4XD","0345 869 5749","0747 850 7270","oykzr@runbox.co.uk","current",19300,"1202 8602 6895 1763"
10446210,2007-11-13 00:00:00,,"Mr","Ronnie","Archie","Jones","364 Hereford Yards","Ipswich","BL54 5WX","0225 456 4829","0713 391 6112","ronnie43@runbox.com","current",9500,"1202 8629 4497 5570"
12715119,2005-11-11 00:00:00,,"Mr","Joseph","Archie","Scott","41 Foxhill Close","Ipswich","OE2 0FF","0752 632 4242","0782 925 1198","joseph.scott704@yahoo.co.uk","current",0,"1202 8643 4310 0784"
12028401,2008-03-20 00:00:00,2009-08-01 00:00:00,"Mr","Oscar",,"Douglas","42 Broad Rise","Manchester","QN4 3BG","0344 252 5749","0731 977 0137","oscar582@yahoo.com","current",2900,"1202 8661 6979 0017"
11704473,2003-11-21 00:00:00,2018-05-07 00:00:00,"Ms","Lottie",,"Harrison","407 Manchester Crescent","Tewin","MG6 1SD","0651 497 3804","0704 572 8160","lottie.harrison4083@gmail.co.uk","current",7700,"1202 8662 5852 2873"
10864782,2012-01-24 00:00:00,,"Mr","Kris","Frederick","Lewis","2 Lightmaker Road","Hitchin","TQ63 7KU","0623 566 8801","0718 983 6224","jcjrja3u5na4j@hotmail.co.uk","current",0,"1202 8659 1228 1418"
11666800,2009-05-20 00:00:00,2010-01-09 00:00:00,"Mr","Elijah","Iain","Barker","85 Lightmaker Bridge","Ashby de la Zouch","AX1 5CB","0871 680 6278","0749 859 7959","elijah.barker40@runbox.com","basic",7600,"1202 8672 5602 3284"
11536815,2006-04-01 00:00:00,2016-12-25 00:00:00,"Ms","Eva",,"Bennett","702 Railway Close","Hatfield","PN39 1XZ","0359 005 2890","0711 704 0823","eva4656@runbox.com","current",0,"1202 8689 4716 5021"
10799431,2004-11-06 00:00:00,,"Mr","Henry","Frederick","Jones","10 Quarry Rise","Slough","AB7 7DD","0588 279 6965","0755 407 3406","henry686@hotmail.com","current",0,"1202 8621 5382 4262"
12177509,2003-11-05 00:00:00,2014-08-29 00:00:00,"Miss","Sienna","Poppy","McKay","3 Viadict Street","Hull","VD27 1UI","0267 464 2929","0700 498 8747","g82yxz565@googlemail.com","current+",2900,"1202 8688 7241 7330"
11791415,2006-03-19 00:00:00,2010-11-27 00:00:00,"Mr","Bobby",,"MacKenzie","509 Quarry Crescent","Nairn","QL16 4KC","0717 784 8207","0757 649 2011","bobby9130@googlemail.co.uk","current",9900,"1202 8649 8218 5153"
10677746,2004-03-02 00:00:00,,"Mrs","Phoebe",,"Dickson","703 Newbridge Street","Aldershot","JC6 1YJ","0563 362 8690","0744 769 8779","phoebe.dickson4@hotmail.co.uk","current",1000,"1202 8690 1597 8577"
11664644,2015-11-26 00:00:00,,"Mr","Ralph",,"Webb","731 Downwater Bridge","Slough","LT35 1IT","0330 620 5456","0773 924 4621","gegx@yahoo.com","current",12500,"1202 8601 9990 5048"
12170000,2017-04-17 00:00:00,,"Mr","Frankie",,"Simpson","84 Gartonside Bridge","Slough","GC72 8QA","0204 112 3855","0794 861 1775","e36atdv6l596@hotmail.co.uk","current+",900,"1202 8695 5218 6109"
11130372,2018-05-02 00:00:00,,"Mrs","Mila",,"MacKay","3 Manchester Street","Hull","VI7 4UR","0496 183 3100","0764 754 9500","mila3246@runbox.co.uk","current",0,"1202 8686 2450 0601"
